Severity,Start_Time,End_Time,Distance(mi),State,Country,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Weather_Condition,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Day,Month,Year,Hour,Weekday,High_Severity
4,2021-03-28 05:49:00,2021-03-28 08:09:53,1.269,VA,US,56.0,,0.5,3.0,Light Rain,Night,Night,Night,Day,28,3,2021,5.0,Sunday,True
2,2019-11-06 09:52:20,2019-11-06 11:07:03,0.0,CA,US,61.0,48.0,8.0,0.0,Fair,Day,Day,Day,Day,6,11,2019,9.0,Wednesday,False
2,2018-05-21 06:44:54,2018-05-21 07:44:43,0.0,AZ,US,75.0,22.0,10.0,7.0,Mostly Cloudy,Day,Day,Day,Day,21,5,2018,6.0,Monday,False
2,2022-01-31 16:25:00,2022-01-31 18:31:14,0.295,TX,US,58.0,93.0,4.0,12.0,Rain,Day,Day,Day,Day,31,1,2022,16.0,Monday,False
2,2018-10-17 15:26:21,2018-10-17 15:56:11,0.0,NC,US,71.1,32.0,10.0,8.1,Mostly Cloudy,Day,Day,Day,Day,17,10,2018,15.0,Wednesday,False
2,2021-09-05 09:42:29,2021-09-05 10:59:54,0.018,AZ,US,86.0,51.0,10.0,0.0,Fair,Day,Day,Day,Day,5,9,2021,9.0,Sunday,False
2,2022-04-29 15:24:00,2022-04-29 17:23:00,2.763,CO,US,55.0,19.0,10.0,35.0,Fair / Windy,Day,Day,Day,Day,29,4,2022,15.0,Friday,False
2,2020-10-16 11:51:00,2020-10-16 21:33:11,5.303999999999999,TX,US,56.0,97.0,4.0,15.0,Light Rain,Day,Day,Day,Day,16,10,2020,11.0,Friday,False
2,,2021-11-04 13:38:00.000000000,0.623,CA,US,67.0,68.0,3.0,8.0,Haze,Day,Day,Day,Day,,,,,,False
2,2018-01-22 16:57:15,2018-01-22 22:57:15,0.116,FL,US,77.0,71.0,10.0,4.6,Partly Cloudy,Day,Day,Day,Day,22,1,2018,16.0,Monday,False
2,2021-02-10 14:27:08,2021-02-11 02:26:42,0.168,FL,US,81.0,65.0,10.0,10.0,Mostly Cloudy,Day,Day,Day,Day,10,2,2021,14.0,Wednesday,False
2,2018-01-03 05:30:21,2018-01-03 11:30:21,0.625,FL,US,66.9,100.0,4.0,7.0,Light Rain,Night,Night,Night,Night,3,1,2018,5.0,Wednesday,False
2,2020-11-18 18:15:00,2020-11-18 19:38:16,0.875,PA,US,37.0,48.0,10.0,5.0,Fair,Night,Night,Night,Day,18,11,2020,18.0,Wednesday,False
2,2018-12-21 18:10:58,2018-12-21 18:40:39,0.0,CA,US,55.9,84.0,10.0,8.1,Overcast,Night,Night,Night,Day,21,12,2018,18.0,Friday,False
3,2018-04-12 16:28:46,2018-04-12 16:58:22,1.149999976158142,MN,US,48.0,61.0,10.0,5.8,Clear,Day,Day,Day,Day,12,4,2018,16.0,Thursday,True
2,2019-08-08 19:12:00,2019-08-08 20:46:20,0.0,CA,US,73.0,33.0,10.0,3.0,Fair,Day,Day,Day,Day,8,8,2019,19.0,Thursday,False
2,,2022-04-17 04:04:37.000000,0.121,CA,US,48.0,76.0,10.0,9.0,Fair,Night,Night,Night,Night,,,,,,False
2,2021-08-25 06:31:00,2021-08-25 08:30:00,0.301,UT,US,62.0,34.0,10.0,12.0,Fair,Night,Day,Day,Day,25,8,2021,6.0,Wednesday,False
2,2018-04-12 21:14:26,2018-04-12 21:59:16,0.0,NY,US,53.1,83.0,10.0,8.1,Mostly Cloudy,Night,Night,Night,Day,12,4,2018,21.0,Thursday,False
3,2021-01-26 07:55:03,2021-01-26 08:39:30,1.4099999666213991,IL,US,30.0,88.0,0.5,15.0,Snow,Day,Day,Day,Day,26,1,2021,7.0,Tuesday,True
3,2018-04-16 17:42:36,2018-04-16 18:11:33,0.0,NC,US,55.0,45.0,10.0,9.2,Overcast,Day,Day,Day,Day,16,4,2018,17.0,Monday,True
2,2020-12-13 21:00:00,2020-12-14 23:41:43,0.049,LA,US,43.0,93.0,4.0,14.0,Light Rain,Night,Night,Night,Night,13,12,2020,21.0,Sunday,False
2,,2021-05-21 13:17:49.000000000,0.314,TX,US,74.0,76.0,10.0,8.0,Cloudy,Day,Day,Day,Day,,,,,,False
2,2023-01-24 15:47:00,2023-01-24 18:11:07,0.366,CA,US,57.0,62.0,10.0,7.0,Fair,Day,Day,Day,Day,24,1,2023,15.0,Tuesday,False
2,2017-04-19 18:02:00,2017-04-20 00:02:00,0.037,CA,US,66.9,49.0,10.0,10.4,Scattered Clouds,Day,Day,Day,Day,19,4,2017,18.0,Wednesday,False
2,,2022-08-26 20:01:17.000000000,0.456,PA,US,78.0,60.0,10.0,8.0,Fair,Day,Day,Day,Day,,,,,,False
2,2021-12-07 16:53:03,2021-12-07 18:15:22,0.08,NC,US,46.0,30.0,10.0,3.0,Mostly Cloudy,Day,Day,Day,Day,7,12,2021,16.0,Tuesday,False
3,2018-01-11 16:00:48,2018-01-11 16:30:31,0.0,MN,US,17.1,54.0,0.8,18.4,Light Snow,Day,Day,Day,Day,11,1,2018,16.0,Thursday,True
2,2018-11-30 10:44:10,2018-11-30 11:28:34,0.0,OH,US,37.4,100.0,1.5,7.0,Overcast,Day,Day,Day,Day,30,11,2018,10.0,Friday,False
2,2021-02-12 02:11:00,2021-02-12 04:11:00,0.496,OR,US,20.0,78.0,1.0,10.0,Light Snow,Night,Night,Night,Night,12,2,2021,2.0,Friday,False
2,2018-09-19 07:13:55,2018-09-19 07:43:15,0.195,TX,US,80.1,71.0,10.0,7.0,Clear,Day,Day,Day,Day,19,9,2018,7.0,Wednesday,False
3,2017-09-05 08:17:00,2017-09-05 09:16:13,0.0,TX,US,77.0,94.0,2.0,7.0,Overcast,Day,Day,Day,Day,5,9,2017,8.0,Tuesday,True
2,2021-09-24 17:34:21,2021-09-24 18:04:08,0.0,TN,US,71.0,36.0,10.0,6.0,Mostly Cloudy,Day,Day,Day,Day,24,9,2021,17.0,Friday,False
2,2022-02-21 12:04:53,2022-02-21 14:40:09,0.644,AL,US,50.0,89.0,7.0,7.0,Light Rain,Day,Day,Day,Day,21,2,2022,12.0,Monday,False
2,2018-03-14 17:30:08,2018-03-14 18:00:01,0.0,TX,US,68.0,17.0,10.0,11.5,Scattered Clouds,Day,Day,Day,Day,14,3,2018,17.0,Wednesday,False
3,2020-09-16 06:53:17,2020-09-16 08:13:57,0.0,NC,US,57.0,93.0,10.0,3.0,Partly Cloudy,Night,Day,Day,Day,16,9,2020,6.0,Wednesday,True
2,2022-03-10 05:24:30,2022-03-10 07:49:30,2.224,CO,US,1.0,87.0,10.0,3.0,Mostly Cloudy,Night,Night,Day,Day,10,3,2022,5.0,Thursday,False
2,2020-09-14 14:08:00,2020-09-14 16:07:41,0.276,VA,US,79.0,67.0,7.0,12.0,Cloudy,Day,Day,Day,Day,14,9,2020,14.0,Monday,False
3,2019-08-17 09:48:11,2019-08-17 11:02:41,0.0,TX,US,87.0,69.0,10.0,8.0,Mostly Cloudy,Day,Day,Day,Day,17,8,2019,9.0,Saturday,True
3,2017-10-06 16:05:41,2017-10-06 16:35:25,0.0,CA,US,90.0,11.0,10.0,3.5,Clear,Day,Day,Day,Day,6,10,2017,16.0,Friday,True
3,2017-08-15 06:26:13,2017-08-15 07:09:43,0.0,FL,US,80.1,85.0,10.0,7.0,Clear,Night,Night,Day,Day,15,8,2017,6.0,Tuesday,True
3,2018-08-19 21:58:48,2018-08-19 22:28:30,0.0,CA,US,77.0,61.0,10.0,5.8,Clear,Night,Night,Night,Night,19,8,2018,21.0,Sunday,True
2,2020-01-28 08:29:36,2020-01-28 09:14:15,0.0,CA,US,50.0,94.0,10.0,7.0,Cloudy,Day,Day,Day,Day,28,1,2020,8.0,Tuesday,False
2,2021-07-08 09:16:24,2021-07-08 10:29:29,0.0,NY,US,78.0,74.0,8.0,8.0,Partly Cloudy,Day,Day,Day,Day,8,7,2021,9.0,Thursday,False
3,2018-06-14 16:39:57,2018-06-14 17:09:28,0.0,CA,US,70.0,68.0,10.0,9.2,Clear,Day,Day,Day,Day,14,6,2018,16.0,Thursday,True
2,2022-02-23 14:43:47,2022-02-23 15:13:18,0.0,OK,US,16.0,65.0,10.0,15.0,Cloudy,Day,Day,Day,Day,23,2,2022,14.0,Wednesday,False
3,2019-11-11 15:27:20,2019-11-11 16:18:00,0.0,UT,US,53.0,22.0,10.0,9.0,Mostly Cloudy,Day,Day,Day,Day,11,11,2019,15.0,Monday,True
4,2020-04-27 14:28:20,2020-04-27 15:18:18,0.0,NC,US,69.0,26.0,10.0,12.0,Fair,Day,Day,Day,Day,27,4,2020,14.0,Monday,True
4,2021-09-09 12:03:00,2021-09-09 13:24:27,0.104,PA,US,70.0,94.0,10.0,0.0,Partly Cloudy,Day,Day,Day,Day,9,9,2021,12.0,Thursday,True
2,2022-11-11 11:39:00,2022-11-11 15:45:00,0.188,GA,US,66.0,95.0,10.0,8.0,Light Rain,Day,Day,Day,Day,11,11,2022,11.0,Friday,False
2,,2022-09-01 08:25:42.000000000,0.927,NY,US,70.0,61.0,10.0,6.0,Fair,Day,Day,Day,Day,,,,,,False
2,2019-09-05 06:20:50,2019-09-05 07:20:32,0.0,VA,US,70.0,68.0,10.0,9.0,Cloudy,Night,Day,Day,Day,5,9,2019,6.0,Thursday,False
3,2019-05-31 17:43:52,2019-05-31 18:12:16,0.6609999999999999,NJ,US,80.0,43.0,10.0,8.0,Partly Cloudy,Day,Day,Day,Day,31,5,2019,17.0,Friday,True
2,2016-05-23 08:36:56,2016-05-23 14:36:56,0.7,CA,US,64.0,56.0,10.0,6.9,Mostly Cloudy,Day,Day,Day,Day,23,5,2016,8.0,Monday,False
3,2019-03-15 20:34:52,2019-03-15 21:19:31,0.0,SC,US,68.0,94.0,10.0,7.0,Overcast,Night,Night,Night,Day,15,3,2019,20.0,Friday,True
2,2021-07-26 05:14:30,2021-07-26 07:29:30,1.42,TX,US,74.0,99.0,10.0,6.0,Fair,Night,Night,Night,Day,26,7,2021,5.0,Monday,False
2,2020-11-01 14:11:00,2020-11-02 23:57:16,0.438,FL,US,86.0,74.0,10.0,12.0,Mostly Cloudy,Day,Day,Day,Day,1,11,2020,14.0,Sunday,False
2,2019-09-04 10:31:59,2019-09-04 11:01:50,0.0,TX,US,90.0,49.0,10.0,9.0,Fair,Day,Day,Day,Day,4,9,2019,10.0,Wednesday,False
2,2021-07-09 15:30:15,2021-07-09 16:15:05,0.589,FL,US,89.0,65.0,10.0,9.0,Partly Cloudy,Day,Day,Day,Day,9,7,2021,15.0,Friday,False
2,2019-06-21 10:53:24,2019-06-21 11:23:13,0.0,CA,US,68.0,59.0,10.0,3.0,Fair,Day,Day,Day,Day,21,6,2019,10.0,Friday,False
2,2019-08-28 07:53:01,2019-08-28 08:54:00,0.0,KY,US,60.0,100.0,7.0,0.0,Patches of Fog,Day,Day,Day,Day,28,8,2019,7.0,Wednesday,False
2,,2022-10-16 16:48:00.000000000,0.071,CA,US,72.0,68.0,10.0,14.0,Mostly Cloudy,Day,Day,Day,Day,,,,,,False
4,2020-10-15 01:50:30,2020-10-15 06:59:00,0.614,CA,US,57.0,62.0,10.0,0.0,Fair,Night,Night,Night,Night,15,10,2020,1.0,Thursday,True
3,2018-10-30 16:12:26,2018-10-30 16:57:13,0.0,MI,US,54.0,62.0,10.0,10.4,Overcast,Day,Day,Day,Day,30,10,2018,16.0,Tuesday,True
2,2021-07-22 17:03:30,2021-07-22 19:03:05,0.332,PA,US,77.0,47.0,10.0,3.0,Fair,Day,Day,Day,Day,22,7,2021,17.0,Thursday,False
2,2021-02-21 13:25:30,2021-02-21 14:31:30,1.594,CO,US,24.0,60.0,10.0,3.0,Cloudy,Day,Day,Day,Day,21,2,2021,13.0,Sunday,False
2,,2022-06-26 03:00:13.000000000,0.394,NY,US,75.0,69.0,10.0,6.0,Fair,Night,Night,Night,Night,,,,,,False
4,2019-01-12 23:30:19,2019-01-12 23:59:53,3.61,CT,US,24.1,40.0,10.0,6.9,Partly Cloudy,Night,Night,Night,Night,12,1,2019,23.0,Saturday,True
2,2019-10-09 09:29:42,2019-10-09 10:29:21,0.0,CA,US,70.0,38.0,5.0,0.0,Fair,Day,Day,Day,Day,9,10,2019,9.0,Wednesday,False
2,2023-01-19 16:43:34,2023-01-19 17:34:00,4.401,CA,US,56.0,75.0,10.0,0.0,Cloudy,Day,Day,Day,Day,19,1,2023,16.0,Thursday,False
2,,2022-04-07 18:27:50.000000000,1.197,CA,US,95.0,4.0,10.0,15.0,Fair,Day,Day,Day,Day,,,,,,False
3,2021-02-28 13:12:38,2021-02-28 14:14:26,0.0,NJ,US,44.0,68.0,10.0,5.0,Drizzle,Day,Day,Day,Day,28,2,2021,13.0,Sunday,True
2,,2022-03-03 14:39:00.000000000,3.009,NC,US,75.0,19.0,10.0,5.0,Fair,Day,Day,Day,Day,,,,,,False
2,2019-08-29 17:41:41,2019-08-29 19:11:00,0.0,MD,US,79.0,48.0,10.0,7.0,Fair,Day,Day,Day,Day,29,8,2019,17.0,Thursday,False
2,2018-09-26 06:27:56,2018-09-26 07:12:48,0.0,TX,US,71.6,88.0,10.0,7.0,Light Rain,Night,Night,Day,Day,26,9,2018,6.0,Wednesday,False
4,2020-03-30 20:23:22,2020-03-30 20:51:39,0.068,AZ,US,67.0,31.0,10.0,3.0,Fair,Night,Night,Night,Night,30,3,2020,20.0,Monday,True
3,2020-06-24 14:41:54,2020-06-24 15:26:15,0.0,TX,US,85.0,63.0,10.0,3.0,Cloudy,Day,Day,Day,Day,24,6,2020,14.0,Wednesday,True
3,2017-01-20 20:56:27,2017-01-20 21:26:09,0.01,TX,US,64.4,100.0,8.0,7.0,Overcast,Night,Night,Night,Night,20,1,2017,20.0,Friday,True
3,2020-01-10 17:22:03,2020-01-10 18:28:38,0.0,FL,US,77.0,71.0,8.0,18.0,Mostly Cloudy,Day,Day,Day,Day,10,1,2020,17.0,Friday,True
3,2018-02-23 11:51:53,2018-02-23 12:36:19,0.0,GA,US,71.1,70.0,10.0,5.8,Mostly Cloudy,Day,Day,Day,Day,23,2,2018,11.0,Friday,True
2,2018-07-26 12:59:48,2018-07-26 13:29:21,0.0,OR,US,90.0,24.0,10.0,7.0,Clear,Day,Day,Day,Day,26,7,2018,12.0,Thursday,False
2,2020-02-25 16:29:00,2020-02-25 17:22:32,0.0,CA,US,78.0,20.0,10.0,0.0,Partly Cloudy,Day,Day,Day,Day,25,2,2020,16.0,Tuesday,False
2,2021-04-15 06:11:00,2021-04-15 07:33:02,0.99,NY,US,49.0,90.0,5.0,3.0,Mostly Cloudy,,,,,15,4,2021,6.0,Thursday,False
2,2023-01-22 15:01:00,2023-01-22 16:18:30,0.039,NY,US,36.0,76.0,10.0,8.0,Cloudy,Day,Day,Day,Day,22,1,2023,15.0,Sunday,False
2,2021-05-21 11:19:29,2021-05-21 12:20:19,0.0,MA,US,74.0,38.0,10.0,10.0,Mostly Cloudy,Day,Day,Day,Day,21,5,2021,11.0,Friday,False
2,2016-06-20 16:08:46,2016-06-20 22:08:46,2.881,CT,US,69.1,84.0,10.0,10.4,Clear,Day,Day,Day,Day,20,6,2016,16.0,Monday,False
2,2018-07-31 14:31:10,2018-07-31 15:15:41,0.0,MN,US,84.0,38.0,10.0,8.1,Scattered Clouds,Day,Day,Day,Day,31,7,2018,14.0,Tuesday,False
2,2019-11-11 06:38:57,2019-11-11 07:54:23,0.0,MD,US,42.0,79.0,,7.0,,Night,Day,Day,Day,11,11,2019,6.0,Monday,False
2,2016-08-20 15:41:14,2016-08-20 16:26:14,0.0,CA,US,91.4,29.0,10.0,10.4,Clear,Day,Day,Day,Day,20,8,2016,15.0,Saturday,False
2,2022-02-25 11:51:30,2022-02-25 13:39:30,1.943,VA,US,55.0,98.0,10.0,13.0,Cloudy,Day,Day,Day,Day,25,2,2022,11.0,Friday,False
3,2017-10-12 18:48:23,2017-10-13 00:48:23,0.759,CA,US,66.2,83.0,10.0,3.5,Mostly Cloudy,Night,Night,Day,Day,12,10,2017,18.0,Thursday,True
4,2020-04-21 10:15:26,2020-04-21 11:05:24,0.262,DC,US,56.0,72.0,10.0,10.0,Mostly Cloudy,Day,Day,Day,Day,21,4,2020,10.0,Tuesday,True
4,2017-12-28 12:13:21,2017-12-28 18:13:21,0.0,WA,US,48.0,89.0,10.0,16.1,Light Rain,Day,Day,Day,Day,28,12,2017,12.0,Thursday,True
2,2021-01-15 21:32:17,2021-01-15 23:32:17,0.273,OR,US,51.0,89.0,10.0,3.0,Cloudy,Night,Night,Night,Night,15,1,2021,21.0,Friday,False
2,2019-08-29 18:41:01,2019-08-29 19:48:08,0.0,NC,US,82.0,33.0,10.0,3.0,Fair,Day,Day,Day,Day,29,8,2019,18.0,Thursday,False
3,2019-10-24 16:25:16,2019-10-24 17:26:33,0.0,IN,US,56.0,64.0,10.0,7.0,Mostly Cloudy,Day,Day,Day,Day,24,10,2019,16.0,Thursday,True
3,2018-11-28 06:49:55,2018-11-28 07:19:24,0.0,GA,US,27.0,61.0,10.0,9.2,Partly Cloudy,Night,Night,Day,Day,28,11,2018,6.0,Wednesday,True
2,2018-01-27 13:43:33,2018-01-27 14:13:16,0.0,NC,US,54.0,66.0,10.0,5.8,Overcast,Day,Day,Day,Day,27,1,2018,13.0,Saturday,False
2,2017-12-19 06:32:06,2017-12-19 12:32:06,0.103,TX,US,69.8,100.0,0.2,5.8,Fog,Night,Night,Day,Day,19,12,2017,6.0,Tuesday,False
2,2016-11-24 08:18:55,2016-11-24 08:48:22,0.01,CA,US,48.9,86.0,10.0,5.8,Mostly Cloudy,Day,Day,Day,Day,24,11,2016,8.0,Thursday,False
2,,2022-06-28 12:20:20.000000000,0.01,CA,US,76.0,62.0,10.0,10.0,Fair,Day,Day,Day,Day,,,,,,False
3,2016-09-25 07:22:16,2016-09-25 07:51:34,0.0,CA,US,60.1,64.0,10.0,7.0,Clear,Day,Day,Day,Day,25,9,2016,7.0,Sunday,True
3,2017-09-15 05:54:20,2017-09-15 06:22:39,0.209999993443489,NJ,US,57.9,100.0,,7.0,,Night,Night,Day,Day,15,9,2017,5.0,Friday,True
3,2020-05-18 18:24:28,2020-05-18 18:39:28,3.645,AL,US,82.0,65.0,10.0,6.0,Mostly Cloudy,Day,Day,Day,Day,18,5,2020,18.0,Monday,True
2,2019-05-09 08:48:02,2019-05-09 10:19:13,0.0,CA,US,62.0,72.0,10.0,0.0,Cloudy,Day,Day,Day,Day,9,5,2019,8.0,Thursday,False
4,2017-01-10 12:29:12,2017-01-10 18:29:12,0.05,OR,US,37.0,82.0,10.0,11.5,Overcast,Day,Day,Day,Day,10,1,2017,12.0,Tuesday,True
2,2021-01-21 10:30:47,2021-01-21 11:14:11,0.0,TX,US,59.0,96.0,1.0,0.0,Fog,Day,Day,Day,Day,21,1,2021,10.0,Thursday,False
3,2022-04-24 21:24:59,2022-04-24 22:24:12,0.0,IL,US,,,,7.0,,Night,Night,Night,Day,24,4,2022,21.0,Sunday,True
2,2021-12-20 18:06:30,2021-12-20 19:02:00,1.005,MI,US,35.0,67.0,10.0,8.0,Fair,Night,Night,Day,Day,20,12,2021,18.0,Monday,False
4,2022-08-04 08:13:04,2022-08-04 10:10:07,0.059,CA,US,,,,7.0,,Day,Day,Day,Day,4,8,2022,8.0,Thursday,True
2,2021-01-24 01:04:00,2021-01-24 03:28:17,2.2840000000000003,VA,US,21.0,74.0,10.0,0.0,Fair,Night,Night,Night,Night,24,1,2021,1.0,Sunday,False
2,2022-10-12 08:30:05,2022-10-12 09:45:16,0.055,OH,US,58.0,62.0,10.0,13.0,Fair,Day,Day,Day,Day,12,10,2022,8.0,Wednesday,False
2,2021-06-09 16:50:02,2021-06-09 19:00:25,0.711,NY,US,89.0,43.0,10.0,6.0,Mostly Cloudy,Day,Day,Day,Day,9,6,2021,16.0,Wednesday,False
2,2020-12-17 14:13:00,2020-12-17 17:46:24,0.213,CA,US,60.0,57.0,10.0,10.0,Fair,Day,Day,Day,Day,17,12,2020,14.0,Thursday,False
2,2016-11-26 00:45:28,2016-11-26 01:30:00,0.01,CA,US,45.0,97.0,3.0,3.5,Clear,Night,Night,Night,Night,26,11,2016,0.0,Saturday,False
2,2019-05-20 17:36:39,2019-05-20 19:06:10,0.0,VA,US,81.0,69.0,10.0,7.0,Partly Cloudy,Day,Day,Day,Day,20,5,2019,17.0,Monday,False
2,2019-08-22 16:52:36,2019-08-22 17:37:05,0.0,SC,US,90.0,43.0,10.0,0.0,Thunder in the Vicinity,Day,Day,Day,Day,22,8,2019,16.0,Thursday,False
2,2017-11-16 19:41:07,2017-11-16 20:10:13,0.0,NC,US,46.4,62.0,10.0,5.8,Clear,Night,Night,Night,Night,16,11,2017,19.0,Thursday,False
2,,2021-01-05 17:02:35.000000,1.176,VA,US,45.0,68.0,10.0,6.0,Mostly Cloudy,Day,Day,Day,Day,,,,,,False
2,2021-02-16 15:57:00,2021-02-16 17:55:11,0.415,MI,US,17.0,62.0,7.0,13.0,Mostly Cloudy,Day,Day,Day,Day,16,2,2021,15.0,Tuesday,False
2,2020-09-28 13:06:00,2020-09-28 15:06:55,0.294,CA,US,93.0,30.0,10.0,7.0,Fair,Day,Day,Day,Day,28,9,2020,13.0,Monday,False
2,2020-12-10 10:23:05,2020-12-10 11:07:43,0.0,LA,US,59.0,93.0,1.0,0.0,Fog,Day,Day,Day,Day,10,12,2020,10.0,Thursday,False
3,2020-12-13 07:00:52,2020-12-13 08:02:20,0.6700000166893005,CA,US,43.0,74.0,10.0,5.0,Partly Cloudy,Day,Day,Day,Day,13,12,2020,7.0,Sunday,True
2,2019-02-01 08:12:32,2019-02-01 08:42:21,0.0,TX,US,57.9,90.0,5.0,7.0,Overcast,Day,Day,Day,Day,1,2,2019,8.0,Friday,False
2,2022-02-01 16:24:55,2022-02-01 17:09:17,0.7099999785423279,GA,US,59.0,32.0,10.0,7.0,Fair,Day,Day,Day,Day,1,2,2022,16.0,Tuesday,False
3,2021-03-07 19:01:29,2021-03-07 19:31:07,0.0,TX,US,59.0,31.0,10.0,7.0,Fair,Night,Night,Day,Day,7,3,2021,19.0,Sunday,True
2,,2021-04-04 16:00:03.000000000,0.248,CA,US,82.0,14.0,10.0,0.0,Mostly Cloudy,Day,Day,Day,Day,,,,,,False
2,2022-09-07 16:12:59,2022-09-07 18:52:31,0.456,NJ,US,71.0,73.0,10.0,14.0,Cloudy,Day,Day,Day,Day,7,9,2022,16.0,Wednesday,False
3,2021-02-08 18:52:52,2021-02-08 20:26:07,0.0,VA,US,30.0,63.0,10.0,3.0,Fair,Night,Night,Night,Day,8,2,2021,18.0,Monday,True
2,2021-02-06 14:17:48,2021-02-06 16:40:49,0.309,MN,US,-4.0,78.0,,20.0,Mostly Cloudy,Day,Day,Day,Day,6,2,2021,14.0,Saturday,False
2,2021-12-17 19:35:00,2021-12-17 20:55:45,0.161,LA,US,69.0,96.0,8.0,6.0,Mostly Cloudy,Night,Night,Night,Night,17,12,2021,19.0,Friday,False
2,2022-02-13 06:04:26,2022-02-13 07:21:27,1.804,PA,US,30.0,100.0,5.0,0.0,Light Snow,Night,Night,Day,Day,13,2,2022,6.0,Sunday,False
2,,2022-02-19 16:20:32.000000000,0.117,NC,US,58.0,22.0,10.0,8.0,Fair,Day,Day,Day,Day,,,,,,False
2,2019-03-21 06:54:41,2019-03-21 07:55:01,0.0,TX,US,50.0,80.0,10.0,7.0,Clear,Night,Night,Day,Day,21,3,2019,6.0,Thursday,False
3,2018-11-16 12:40:27,2018-11-16 13:10:16,0.0,CA,US,73.9,33.0,10.0,7.0,Clear,Day,Day,Day,Day,16,11,2018,12.0,Friday,True
2,2022-05-28 16:34:00,2022-05-28 17:52:52,0.155,CA,US,61.0,59.0,10.0,8.0,Cloudy,Day,Day,Day,Day,28,5,2022,16.0,Saturday,False
2,2020-11-04 22:53:00,2020-11-05 01:28:21,0.023,FL,US,64.0,80.0,10.0,7.0,Fair,Night,Night,Night,Night,4,11,2020,22.0,Wednesday,False
2,2019-02-02 19:30:47,2019-02-02 20:00:01,0.0,CA,US,52.0,83.0,10.0,10.4,Light Rain,Night,Night,Night,Night,2,2,2019,19.0,Saturday,False
2,2021-09-05 10:27:41,2021-09-05 16:13:28,2.628,FL,US,86.0,55.0,10.0,3.0,Fair,Day,Day,Day,Day,5,9,2021,10.0,Sunday,False
3,2018-11-29 17:42:12,2018-11-29 18:12:04,0.132,GA,US,51.1,71.0,10.0,7.0,Mostly Cloudy,Night,Day,Day,Day,29,11,2018,17.0,Thursday,True
2,2020-02-06 18:15:30,2020-02-06 18:47:02,0.0,CA,US,55.0,47.0,10.0,5.0,Fair,Night,Night,Day,Day,6,2,2020,18.0,Thursday,False
2,2020-01-28 16:19:48,2020-01-28 17:19:28,0.0,TX,US,66.0,37.0,10.0,18.0,Partly Cloudy,Day,Day,Day,Day,28,1,2020,16.0,Tuesday,False
2,2019-07-05 08:00:49,2019-07-05 09:30:46,0.0,FL,US,84.0,76.0,10.0,8.0,Mostly Cloudy,Day,Day,Day,Day,5,7,2019,8.0,Friday,False
2,2018-02-17 08:08:55,2018-02-17 08:38:25,2.369999885559082,MO,US,33.1,96.0,3.0,13.8,Light Snow,Day,Day,Day,Day,17,2,2018,8.0,Saturday,False
2,2022-01-05 06:51:30,2022-01-05 07:12:00,0.568,CA,US,46.0,100.0,2.0,5.0,Fog,Night,Night,Day,Day,5,1,2022,6.0,Wednesday,False
2,2022-12-26 12:49:00,2022-12-26 14:15:07,0.034,PA,US,19.0,54.0,10.0,8.0,Cloudy,Day,Day,Day,Day,26,12,2022,12.0,Monday,False
2,2020-01-03 06:29:31,2020-01-03 07:14:06,0.0,DE,US,46.0,93.0,10.0,5.0,Light Rain,Night,Night,Day,Day,3,1,2020,6.0,Friday,False
2,2022-05-12 16:33:00,2022-05-12 17:51:47,1.659,CA,US,60.0,55.0,10.0,21.0,Fair / Windy,Day,Day,Day,Day,12,5,2022,16.0,Thursday,False
3,2021-07-01 06:42:51,2021-07-01 07:41:43,0.0,TX,US,74.0,99.0,7.0,0.0,Fair,Day,Day,Day,Day,1,7,2021,6.0,Thursday,True
2,2017-03-16 07:25:31,2017-03-16 13:25:31,0.118,CO,US,60.8,17.0,50.0,5.8,Mostly Cloudy,Day,Day,Day,Day,16,3,2017,7.0,Thursday,False
2,2021-12-08 14:03:30,2021-12-08 14:14:30,0.5379999999999999,MN,US,17.0,74.0,10.0,5.0,Mostly Cloudy,Day,Day,Day,Day,8,12,2021,14.0,Wednesday,False
2,2019-10-02 10:49:35,2019-10-02 11:49:22,0.0,SC,US,84.0,58.0,10.0,7.0,Fair,Day,Day,Day,Day,2,10,2019,10.0,Wednesday,False
2,2020-01-12 19:26:00,2020-01-12 21:18:40,0.0,CA,US,46.0,93.0,6.0,0.0,Cloudy,Night,Night,Night,Night,12,1,2020,19.0,Sunday,False
2,2019-05-02 17:32:52,2019-05-02 18:17:28,0.0,NY,US,58.0,75.0,9.0,3.0,Cloudy,Day,Day,Day,Day,2,5,2019,17.0,Thursday,False
2,2021-10-05 07:39:34,2021-10-05 08:09:08,0.0,TX,US,61.0,70.0,10.0,0.0,Fair,Day,Day,Day,Day,5,10,2021,7.0,Tuesday,False
2,2021-01-30 19:06:00,2021-01-30 23:09:50,0.82,FL,US,65.0,73.0,10.0,0.0,Fair,Night,Night,Night,Day,30,1,2021,19.0,Saturday,False
2,2019-09-10 08:04:04,2019-09-10 08:33:46,0.0,CT,US,62.0,84.0,10.0,6.0,Cloudy,Day,Day,Day,Day,10,9,2019,8.0,Tuesday,False
2,2020-12-02 17:46:00,2020-12-02 19:03:29,2.103,FL,US,40.0,83.0,10.0,0.0,Fair,Night,Night,Night,Day,2,12,2020,17.0,Wednesday,False
